RESPONDENT_ID,SURVEY_ID,CHOICE_SET,LABEL,CHOICE_INDICATOR,LIVSTIDSINDKOMST,ARBEJDSLOSHED,LAENGDE,ADGANGSKVOTIENT,ABENHED,JOBTYPE,PLACERING,Q3_EDUCATION_O1_JEG_GAR_I_3_G,Q3_EDUCATION_O2_JEG_GAR_I_2_G,Q3_EDUCATION_O3_JEG_GAR_I_1_G,Q3_EDUCATION_O4_JEG_GAR_I_2_HF,Q3_EDUCATION_O5_JEG_GAR_I_1_HF,Q3_EDUCATION_O6_JEG_HAR_SABBATAR,Q3_EDUCATION_O7_INGEN_AF_OVENSTAENDE,Q4_SABBATAR,Q5_GENDER_O1_KVINDE,Q5_GENDER_O2_MAND,Q5_GENDER_O3_ANDET,Q7_SIZE_OF_CITY_O1_OVER_1_MIO_INDBYGGER_KOBENHAVN,Q7_SIZE_OF_CITY_O2_MELLEM_100_000_OG_1_MIO_INDBYGGERE_AARHUS_ODENSE_OG_AALBORG,Q7_SIZE_OF_CITY_O3_MELLEM_50_000_OG_100_000_INDBYGGERE,Q7_SIZE_OF_CITY_O4_MELLEM_20_000_OG_50_000_INDBYGGERE,Q7_SIZE_OF_CITY_O5_UNDER_20_000_INDBYGGERE,Q8_PARENT_EDUCATION_O1_FOLKESKOLE,Q8_PARENT_EDUCATION_O2_GYMNASIE_STX_HHX_HTX_HF,Q8_PARENT_EDUCATION_O3_ERHVERVSUDDANNELSE,Q8_PARENT_EDUCATION_O4_KORT_VIDEREGAENDE_UDDANNELSE_TYPISK_ERHVERVSAKADEMIUDDANNELSER,Q8_PARENT_EDUCATION_O5_MELLEMLANG_VIDEREGAENDE_UDDANNELSE_TYPISK_PROFESSIONSBACHELORER,Q8_PARENT_EDUCATION_O6_LANG_VIDEREGAENDE_UDDANNELSE_TYPISK_UNIVERSITETSUDDANNELSER,Q8_PARENT_EDUCATION_O7_VED_IKKE,Q12_EDUCATION,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O1_JA,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O2_NEJ_MEN_JEG_PLANLAEGGER_AT_GORE_DET_I_AR,Q13_HAVE_YOU_APPLIED_FOR_A_HIGHER_EDUCATION_YET_O3_NEJ_OG_JEG_PLANLAEGGER_IKKE_AT_GORE_DET_I_AR,Q14_EDUCATION,Q3_EDUCATION_O2_JEG_GAR_I_2_HF,Q3_EDUCATION_O3_JEG_HAR_SABBATAR,Q3_EDUCATION_O4_INGEN_AF_OVENSTAENDE
198568173,198568173,2,1,0,13,20,5,10,Mange jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,2,2,1,25,5,2,6,Specifikke jobs2,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,3,1,1,17,5,4,Kun kvote 2,Specifikke jobs,Ikke-velfærdsjobs2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,3,2,0,13,10,2,10,Mange jobs,Velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,4,1,1,21,10,3.5,6,Specifikke jobs2,Velfærdsjobs 2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,4,2,0,17,20,4,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,5,1,1,NA,5,5,10,Specifikke jobs,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568173,198568173,5,2,0,17,20,4,6,Mange jobs,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.8,1,0,0,Medicin,NA,NA,NA
198568192,198568192,1,1,1,21,5,3.5,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,1,2,0,13,20,2,Kun kvote 2,Mange jobs2,Velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,2,1,0,13,10,5,10,Specifikke jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,2,2,1,17,5,3.5,6,Mange jobs,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,3,1,1,NA,15,5,6,Mange jobs,Velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,3,2,0,13,10,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,4,1,1,NA,15,2,10,Mange jobs,Ikke-velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,4,2,0,13,20,5,6,Specifikke jobs2,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,5,1,1,NA,10,5,10,Mange jobs,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568192,198568192,5,2,0,17,15,4,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.1,0,0,1,NULL,NA,NA,NA
198568216,198568216,1,1,0,25,10,2,6,Specifikke jobs,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,1,2,1,NA,5,5,Alle optaget,Specifikke jobs2,Velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,2,1,0,13,15,5,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,2,2,1,21,20,4,10,Specifikke jobs2,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,3,1,1,21,10,5,6,Mange jobs2,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,3,2,0,13,5,3.5,Alle optaget,Specifikke jobs,Velfærdsjobs 2,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,4,1,0,13,20,3.5,6,Mange jobs2,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,4,2,1,17,15,2,10,Mange jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,5,1,1,17,10,2,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198568216,198568216,5,2,0,17,5,4,10,Specifikke jobs2,Ikke-velfærdsjobs2,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,7.7,0,0,1,NULL,NA,NA,NA
198593827,198593827,1,1,0,17,5,2,Kun kvote 2,Mange jobs2,Velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,1,2,1,25,15,4,6,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,2,1,1,NA,15,3.5,Alle optaget,Specifikke jobs2,Velfærdsjobs 2,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,2,2,0,21,20,5,Kun kvote 2,Specifikke jobs,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,3,1,0,13,5,3.5,Kun kvote 2,Mange jobs2,Velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,3,2,1,21,10,5,6,Specifikke jobs2,Velfærdsjobs 2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,4,1,0,17,15,2,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,4,2,1,25,10,4,10,Mange jobs2,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,5,1,1,21,15,4,6,Specifikke jobs,Velfærdsjobs 2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198593827,198593827,5,2,0,17,20,3.5,10,Mange jobs,Ikke-velfærdsjobs2,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.8,1,0,0,Tandlæge,NA,NA,NA
198602581,198602581,1,1,0,21,20,4,6,Specifikke jobs,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,1,2,1,21,15,5,Alle optaget,Mange jobs2,Ikke-velfærdsjobs2,store byer1,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,2,1,1,25,5,3.5,6,Specifikke jobs2,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,2,2,0,NA,15,5,Kun kvote 2,Specifikke jobs,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,3,1,1,25,10,4,Kun kvote 2,Mange jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,3,2,0,13,5,5,Alle optaget,Specifikke jobs,Velfærdsjobs 2,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,4,1,1,NA,5,3.5,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,4,2,0,13,20,5,6,Specifikke jobs2,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,5,1,0,17,15,3.5,Kun kvote 2,Mange jobs2,Velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198602581,198602581,5,2,1,17,5,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,5.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,1,1,1,21,15,3.5,Alle optaget,Specifikke jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,1,2,0,13,20,4,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,2,1,1,21,5,4,Alle optaget,Mange jobs2,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,2,2,0,17,20,5,6,Mange jobs,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,3,1,1,25,10,4,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,3,2,0,13,15,3.5,10,Specifikke jobs,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,4,1,0,25,15,2,Alle optaget,Mange jobs2,Velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,4,2,1,NA,5,3.5,6,Mange jobs,Velfærdsjobs 2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,5,1,0,21,15,4,6,Mange jobs2,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611059,198611059,5,2,1,17,5,2,Kun kvote 2,Mange jobs,Velfærdsjobs 2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.2,0,0,1,NULL,NA,NA,NA
198611091,198611091,1,1,1,25,10,3.5,Kun kvote 2,Specifikke jobs2,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,1,2,0,13,5,4,Alle optaget,Mange jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,2,1,0,NA,15,4,10,Mange jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,2,2,1,21,5,5,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,3,1,1,17,15,3.5,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,3,2,0,13,20,5,6,Specifikke jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,4,1,0,21,5,5,Alle optaget,Mange jobs2,Velfærdsjobs,små byer,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,4,2,1,NA,10,2,Kun kvote 2,Specifikke jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,5,1,1,17,20,3.5,6,Mange jobs,Velfærdsjobs 2,store byer2,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611091,198611091,5,2,0,13,15,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs2,små byer,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.6,0,0,1,NULL,NA,NA,NA
198611114,198611114,1,1,1,17,15,3.5,6,Mange jobs,Velfærdsjobs 2,store byer1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,1,2,0,17,5,2,6,Specifikke jobs2,Velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,2,1,1,25,5,3.5,Alle optaget,Mange jobs2,Velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,2,2,0,13,20,5,10,Specifikke jobs,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,3,1,0,21,10,4,Alle optaget,Specifikke jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,3,2,1,21,15,2,Kun kvote 2,Specifikke jobs,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,4,1,0,13,20,5,Alle optaget,Specifikke jobs2,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,4,2,1,17,15,4,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs,store byer1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,5,1,1,NA,5,3.5,10,Mange jobs2,Velfærdsjobs,små byer,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198611114,198611114,5,2,0,17,20,5,Alle optaget,Mange jobs,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10.9,1,0,0,Sociologi,NA,NA,NA
198615354,198615354,1,1,1,21,10,2,Kun kvote 2,Mange jobs,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,1,2,0,25,15,4,10,Specifikke jobs2,Ikke-velfærdsjobs,store byer1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,2,1,1,17,5,2,Kun kvote 2,Specifikke jobs2,Velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,2,2,0,17,20,3.5,10,Mange jobs2,Ikke-velfærdsjobs,store byer2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,3,1,0,21,20,2,10,Mange jobs2,Ikke-velfærdsjobs2,store byer2,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,3,2,1,13,10,5,6,Specifikke jobs,Ikke-velfærdsjobs,små byer,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,4,1,1,13,20,2,Alle optaget,Mange jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,4,2,0,13,10,3.5,Kun kvote 2,Specifikke jobs,Velfærdsjobs,små byer,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,5,1,0,13,15,5,Kun kvote 2,Specifikke jobs,Velfærdsjobs 2,små byer,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615354,198615354,5,2,1,NA,5,4,6,Specifikke jobs2,Ikke-velfærdsjobs2,store byer1,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,0,0,datalogi,NA,NA,NA
198615365,198615365,1,1,0,17,20,5,6,Mange jobs,Ikke-velfærdsjobs,små byer,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,1,2,1,21,10,2,10,Specifikke jobs2,Velfærdsjobs,store byer2,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,2,1,1,13,10,3.5,Kun kvote 2,Mange jobs2,Velfærdsjobs 2,store byer2,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,2,2,0,13,20,4,Alle optaget,Specifikke jobs2,Velfærdsjobs,store byer1,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,3,1,1,21,5,3.5,10,Specifikke jobs,Ikke-velfærdsjobs,store byer1,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,3,2,0,21,15,5,Kun kvote 2,Mange jobs,Ikke-velfærdsjobs2,små byer,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,4,1,0,25,15,2,Alle optaget,Specifikke jobs2,Ikke-velfærdsjobs,små byer,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,4,2,1,NA,10,5,6,Specifikke jobs,Velfærdsjobs,store byer1,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,5,1,1,25,5,4,Alle optaget,Mange jobs2,Velfærdsjobs,store byer1,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
198615365,198615365,5,2,0,17,15,5,10,Mange jobs2,Velfærdsjobs 2,store byer2,0,0,0,1,0,0,0,NULL,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,1,NULL,NA,NA,NA
199514762,199514762,1,1,1,21,20,2,Kun kvote 2,Mange jobs2,Ikke-velfærdsjobs,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,ernæringsbachelor,NA,NA,NA
199514762,199514762,1,2,0,17,10,5,10,Specifikke jobs2,Velfærdsjobs 2,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,ernæringsbachelor,NA,NA,NA
199514762,199514762,2,1,1,21,5,4,6,Specifikke jobs,Velfærdsjobs,store byer1,1,0,0,0,0,0,0,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,ernæringsbachelor,NA,NA,NA
199514762,199514762,2,2,0,13,10,3.5,10,Mange jobs,Ikke-velfærdsjobs2,store byer2,1,0,0,0,0,0,0,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,ernæringsbachelor,NA,NA,NA
199514762,199514762,3,1,0,17,20,4,Kun kvote 2,Specifikke jobs2,Ikke-velfærdsjobs,små byer,1,0,0,0,0,0,0,NULL,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,1,0,0,ernæringsbachelor,NA,NA,NA
