id,choice_set,profil,valg,livstidsindkomst,arbejdsløshed,længde,adgangskvotient,åbenhed,velfærdsarbejde,placering,target,target_variation,arbejdsløshed_target,åbenhed_target,beskæftigelse,sabbatår,køn,storby,forældre_udd,karaktergennemsnit,studie_start,studie_valg,højt_snit
191026874,4,1,1,21 mio,15%,4 år,10,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,3,Mand,De fire store byer,LVU,9,1,Bæredygtig Bygningsingeniør,9 eller under
191026874,4,2,0,17 mio,5%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,3,Mand,De fire store byer,LVU,9,1,Bæredygtig Bygningsingeniør,9 eller under
191026874,5,1,0,13 mio,20%,4 år,Alle optaget,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,3,Mand,De fire store byer,LVU,9,1,Bæredygtig Bygningsingeniør,9 eller under
191026874,5,2,1,21 mio,5%,"3,5 år",10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,3,Mand,De fire store byer,LVU,9,1,Bæredygtig Bygningsingeniør,9 eller under
191026968,1,1,0,21 mio,5%,4 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,1,2,1,21 mio,15%,2 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,2,1,1,13 mio,20%,2 år,10,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,2,2,0,17 mio,10%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,3,1,0,21 mio,10%,4 år,Alle optaget,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,3,2,1,25 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,4,1,1,17 mio,15%,4 år,10,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,4,2,0,25 mio,5%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,5,1,1,25 mio,10%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026968,5,2,0,13 mio,5%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,3.g,0,Mand,Uden for de fire store byer,Gymnasial,11.4,0,NA,Over 9
191026999,1,1,1,21 mio,15%,5 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,1,2,0,13 mio,10%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,2,1,0,17 mio,20%,4 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,2,2,1,25 mio,5%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,3,1,1,13 mio,20%,"3,5 år",6,Mange jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,3,2,0,21 mio,10%,4 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,4,1,0,21 mio,15%,"3,5 år",6,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,4,2,1,25 mio,10%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,5,1,0,13 mio,10%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191026999,5,2,1,17 mio,15%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,8.9,0,NA,9 eller under
191027524,1,1,0,21 mio,20%,5 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,1,2,1,21 mio,10%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,2,1,0,17 mio,5%,2 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,2,2,1,25 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,3,1,0,21 mio,20%,"3,5 år",Alle optaget,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,3,2,1,13 mio,10%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,4,1,0,21 mio,15%,2 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,4,2,1,25 mio,10%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,5,1,0,13 mio,20%,2 år,10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191027524,5,2,1,25 mio,5%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.7,0,NA,Over 9
191053262,1,1,0,13 mio,20%,4 år,6,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,1,2,1,21 mio,5%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,2,1,0,17 mio,5%,4 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,2,2,1,13 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,3,1,1,21 mio,20%,"3,5 år",10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,3,2,0,13 mio,20%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,4,1,0,17 mio,5%,2 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,4,2,1,25 mio,10%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,5,1,0,17 mio,15%,5 år,6,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191053262,5,2,1,17 mio,10%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,LVU,9.8,1,Folkesundhedsvidenskab,Over 9
191075029,1,1,0,17 mio,20%,"3,5 år",6,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,1,2,1,21 mio,5%,5 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,2,1,0,13 mio,10%,4 år,10,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,2,2,1,17 mio,15%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,3,1,1,25 mio,5%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,3,2,0,21 mio,15%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,4,1,1,13 mio,10%,2 år,10,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Opfyldt/lighed,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,4,2,0,13 mio,5%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,NA,Opfyldt/lighed,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,5,1,0,21 mio,20%,4 år,Kun kvote 2,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075029,5,2,1,25 mio,10%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Kvinde,Uden for de fire store byer,Gymnasial,8.3,1,Det ved jeg desværre ikke endnu,9 eller under
191075037,1,1,0,17 mio,10%,5 år,6,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,1,2,1,21 mio,20%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,2,1,1,25 mio,5%,"3,5 år",10,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,2,2,0,17 mio,20%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,3,1,0,13 mio,10%,"3,5 år",6,Mange jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,3,2,1,21 mio,20%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,4,1,1,25 mio,10%,5 år,Alle optaget,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,4,2,0,13 mio,5%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,5,1,0,17 mio,15%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191075037,5,2,1,25 mio,15%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Lighed,Sabbatår,2,Mand,Uden for de fire store byer,LVU,11.2,0,NA,Over 9
191109554,1,1,0,17 mio,10%,5 år,6,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,1,2,1,25 mio,15%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,2,1,0,17 mio,20%,2 år,Kun kvote 2,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,2,2,1,21 mio,15%,"3,5 år",Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,3,1,0,17 mio,20%,"3,5 år",Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,3,2,1,21 mio,5%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,4,1,0,17 mio,10%,2 år,10,Mange jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,4,2,1,13 mio,5%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,5,1,1,21 mio,5%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191109554,5,2,0,13 mio,20%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,Uden for de fire store byer,MVU,9.4,0,NA,Over 9
191113998,1,1,0,25 mio,15%,"3,5 år",10,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,1,2,1,21 mio,20%,2 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,2,1,0,13 mio,5%,5 år,Alle optaget,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,2,2,1,25 mio,15%,"3,5 år",6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,3,1,0,21 mio,20%,5 år,10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,3,2,1,25 mio,15%,4 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,4,1,1,17 mio,5%,4 år,6,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,4,2,0,13 mio,15%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,5,1,1,25 mio,10%,4 år,10,Mange jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191113998,5,2,0,13 mio,20%,2 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,3.g,0,Kvinde,De fire store byer,LVU,10.2,0,NA,Over 9
191122546,1,1,0,25 mio,15%,2 år,10,Specifikke jobs,Mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,1,2,1,17 mio,10%,4 år,Alle optaget,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,2,1,0,13 mio,5%,2 år,10,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,2,2,1,21 mio,20%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,3,1,1,17 mio,10%,5 år,10,Mange jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,3,2,0,13 mio,20%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,4,1,1,21 mio,20%,"3,5 år",Alle optaget,Specifikke jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,4,2,0,25 mio,15%,4 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Lighed,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,5,1,1,21 mio,15%,2 år,Alle optaget,Mange jobs,Mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191122546,5,2,0,25 mio,10%,5 år,Kun kvote 2,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Opfyldt/lighed,Opfyldt,Ikke opfyldt,Variation,Sabbatår,1,Kvinde,De fire store byer,LVU,9.2,0,NA,Over 9
191131326,1,1,0,17 mio,10%,"3,5 år",10,Mange jobs,Ikke mulighed for velfærdsjobs,I de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,KVU,9.2,0,NA,Over 9
191131326,1,2,1,25 mio,5%,5 år,6,Specifikke jobs,Ikke mulighed for velfærdsjobs,Uden for de fire store byer,Ikke opfyldt,Ikke opfyldt,Opfyldt/lighed,Variation,Sabbatår,1,Kvinde,Uden for de fire store byer,KVU,9.2,0,NA,Over 9
